CODE_GENDER,NAME_EDUCATION_TYPE_Higher_education,probability,true_class,pred_class
0,0.0,0.030437654075540808,0,0
1,0.0,0.039358826250684556,0,0
0,0.0,0.0224908160940405,1,0
0,1.0,0.04138807646804338,0,0
0,0.0,0.036121840102351685,0,0
1,0.0,0.03381620496047764,1,0
0,0.0,0.04462732088981841,0,0
1,1.0,0.04235201431523658,0,0
0,1.0,0.008751641646943266,0,0
0,0.0,0.05921534554817549,0,0
1,0.0,0.06744246099021478,0,0
1,1.0,0.01719461291323108,1,0
1,0.0,0.008663766285909584,0,0
0,0.0,0.09563314830384104,0,0
0,1.0,0.01860734432630396,0,0
1,0.0,0.04994365465993384,0,0
1,1.0,0.07446526061515389,0,0
1,0.0,0.31780425246933214,0,0
0,0.0,0.060782051954681095,0,0
0,0.0,0.07748761954030771,0,0
0,0.0,0.01551551105741481,0,0
0,1.0,0.004896244092692774,0,0
1,1.0,0.032018897889387304,0,0
1,0.0,0.030224528689753477,0,0
0,0.0,0.04313571116782987,0,0
1,0.0,0.06360770099731668,0,0
1,0.0,0.09347406269282708,0,0
1,1.0,0.04865565756777943,0,0
1,0.0,0.08728009259565327,0,0
1,0.0,0.11090787070649494,0,0
0,0.0,0.028672071316919408,0,0
0,0.0,0.03742938408907427,0,0
0,0.0,0.24107231274904192,0,0
0,0.0,0.24114708283931308,1,0
0,0.0,0.0268952341725854,0,0
0,0.0,0.04238232781907457,0,0
1,0.0,0.14416577994051288,0,0
1,0.0,0.04896796930962625,0,0
0,0.0,0.09201054011517758,0,0
0,1.0,0.014310854555774973,0,0
0,0.0,0.015140886259886181,1,0
1,0.0,0.10357777204750813,0,0
0,0.0,0.026182661791704892,0,0
0,0.0,0.05027204556042549,0,0
1,0.0,0.3185422814361301,0,0
1,0.0,0.10711181776846748,0,0
0,0.0,0.09971544817786293,0,0
0,1.0,0.010699370606418037,0,0
1,0.0,0.011770874905890608,0,0
0,0.0,0.04291065458588311,0,0
1,0.0,0.08429366857512947,0,0
0,1.0,0.016455350351202127,0,0
0,0.0,0.027202756538080644,0,0
0,1.0,0.02721606613778844,0,0
1,0.0,0.1675384606928609,0,0
1,0.0,0.24628602838402805,1,0
0,1.0,0.015625384269753864,0,0
0,1.0,0.06818097384433613,0,0
1,0.0,0.03349264219186903,0,0
0,0.0,0.054263727927371816,0,0
1,0.0,0.10546951703782904,0,0
0,1.0,0.00857619474272006,0,0
1,0.0,0.07313816989761338,0,0
0,1.0,0.009181969384269446,0,0
1,1.0,0.11019156758105975,0,0
1,0.0,0.06928500626290494,0,0
1,0.0,0.08336984581924586,0,0
1,0.0,0.06623364070666103,0,0
1,0.0,0.22510500205846476,0,0
0,1.0,0.021653832738699388,0,0
1,1.0,0.025345228952324588,0,0
0,0.0,0.08374456032591326,0,0
1,0.0,0.12614790794177155,0,0
0,0.0,0.1540920923410019,0,0
0,1.0,0.02103741506479743,0,0
0,0.0,0.06223516522689406,0,0
0,0.0,0.04768394610111522,0,0
0,0.0,0.11633076894061363,0,0
0,1.0,0.034426676298893184,0,0
0,0.0,0.22674315027201838,0,0
0,0.0,0.07124813243667989,0,0
1,0.0,0.1348157808586232,0,0
0,0.0,0.05832225576284434,0,0
0,1.0,0.024680825402334926,0,0
0,1.0,0.05640148616594277,0,0
0,0.0,0.03554392996487278,0,0
0,0.0,0.18222541903914585,0,0
0,0.0,0.06434745471365667,0,0
0,0.0,0.38487394734015573,0,0
0,0.0,0.029066462577355935,0,0
1,0.0,0.11797003921404221,0,0
0,0.0,0.12756152993595068,0,0
1,0.0,0.22797312525403143,1,0
0,0.0,0.051507967436806065,0,0
0,0.0,0.007140786921481608,0,0
0,0.0,0.040474875552385374,0,0
1,0.0,0.05749685884479846,0,0
0,0.0,0.21366047654828255,0,0
1,0.0,0.027752256516347502,0,0
0,1.0,0.06582263643731066,0,0
0,1.0,0.09722187930214352,0,0
0,0.0,0.03891933123505914,0,0
0,0.0,0.025722499369570915,0,0
1,0.0,0.05255745386210783,0,0
0,0.0,0.05527201893160957,0,0
1,0.0,0.03968973438108827,0,0
0,1.0,0.011001244494824366,0,0
0,1.0,0.024961318459295438,0,0
0,0.0,0.06503093999303029,0,0
0,0.0,0.022123289602506823,0,0
0,0.0,0.104013627976609,1,0
0,0.0,0.031028988643607112,0,0
0,0.0,0.025907466957687884,0,0
0,0.0,0.03169278130453116,0,0
0,0.0,0.039750182588709174,0,0
0,0.0,0.3996439157605608,1,0
0,1.0,0.04108071359075504,0,0
0,0.0,0.036703933908966306,0,0
1,1.0,0.0326762993442425,0,0
0,0.0,0.25380451587687586,0,0
0,0.0,0.09041705347931393,0,0
1,0.0,0.34492527724266053,0,0
1,0.0,0.04522727014825814,0,0
1,0.0,0.05467324941666585,0,0
0,0.0,0.5911093760335787,0,1
0,0.0,0.07195237297084191,0,0
1,0.0,0.030337217605593332,0,0
0,0.0,0.021751941147016046,0,0
1,0.0,0.19678163513771604,0,0
0,1.0,0.03390633824037503,0,0
0,1.0,0.09747194041254326,0,0
0,0.0,0.07205643195228183,0,0
0,0.0,0.07243280240369486,0,0
0,0.0,0.08331525034750158,0,0
0,1.0,0.025387640526307147,0,0
0,0.0,0.06813804551013093,0,0
1,0.0,0.32830016956135094,1,0
1,0.0,0.153143038736207,0,0
1,0.0,0.01746830039708933,0,0
0,0.0,0.04006511657772056,0,0
1,0.0,0.20324462517335412,0,0
0,1.0,0.04864665994905791,0,0
1,0.0,0.0560593757924265,0,0
1,0.0,0.023255580856327392,0,0
1,1.0,0.08622682515419618,0,0
0,0.0,0.17740573713776508,0,0
0,0.0,0.013364780845948089,0,0
0,0.0,0.046653288862283857,0,0
0,0.0,0.04263733885822126,0,0
0,0.0,0.04114906859592528,0,0
1,0.0,0.030829166148553216,0,0
1,0.0,0.04825969975842741,0,0
0,1.0,0.12655239505328253,0,0
1,0.0,0.04056846636340258,0,0
0,0.0,0.025029725446136932,0,0
1,0.0,0.0717102925331779,0,0
1,0.0,0.08771444470940665,1,0
1,0.0,0.1072666400622346,0,0
0,1.0,0.06044595434876136,0,0
1,0.0,0.10321285814708782,0,0
0,1.0,0.062462302659827884,0,0
0,0.0,0.020172936874779775,0,0
0,1.0,0.013146706749627255,0,0
0,0.0,0.009328531381309641,0,0
1,0.0,0.14416689846646827,0,0
0,0.0,0.09171817380211367,0,0
0,0.0,0.01862285751844797,0,0
1,0.0,0.06591526408092133,0,0
1,0.0,0.02115466824566998,0,0
1,1.0,0.10622247374298878,0,0
0,0.0,0.060274395259434725,0,0
0,0.0,0.024434250657612597,0,0
0,1.0,0.05309421544636534,0,0
0,0.0,0.0576818672826616,0,0
0,0.0,0.010511601106032071,0,0
0,0.0,0.0763483022163425,0,0
0,0.0,0.05203146557160913,0,0
0,0.0,0.009143628471301663,0,0
0,0.0,0.030059506089585145,0,0
0,0.0,0.060774471886354105,0,0
1,0.0,0.19477390206623396,0,0
0,0.0,0.013535318195086467,0,0
0,0.0,0.13358417423941008,0,0
0,0.0,0.012337122160166076,0,0
1,0.0,0.050365431119916836,0,0
1,1.0,0.015035081664534381,0,0
1,0.0,0.011882937785848067,0,0
1,1.0,0.04685362365058922,0,0
0,0.0,0.05759863345088213,0,0
0,0.0,0.0594365760028997,0,0
1,1.0,0.022831024941287966,0,0
1,0.0,0.2950110396665924,0,0
1,0.0,0.2168575902030535,0,0
0,1.0,0.09815285990617027,0,0
1,0.0,0.026505374825959115,0,0
0,0.0,0.02102313628522434,0,0
1,0.0,0.04041073184740237,0,0
0,0.0,0.011810169475452664,0,0
0,1.0,0.09823916702928365,0,0
0,0.0,0.04448406970852364,0,0
0,0.0,0.023767646952363754,0,0
0,1.0,0.01867492240601644,0,0
1,1.0,0.035779493701126285,0,0
0,0.0,0.023940518158906857,0,0
0,0.0,0.041465913376013824,0,0
1,0.0,0.009131327361947784,0,0
1,0.0,0.11214352964907291,0,0
0,0.0,0.0643276256406388,0,0
1,0.0,0.028532288377527547,0,0
0,0.0,0.10820645027834301,0,0
1,0.0,0.16859264137555954,1,0
0,1.0,0.012847592774264982,0,0
0,0.0,0.19247993535458052,0,0
0,0.0,0.03812647848470135,0,0
0,0.0,0.011098573203847857,0,0
0,0.0,0.06316303410352343,0,0
0,0.0,0.022137021147118782,0,0
0,0.0,0.07528757968777579,0,0
1,0.0,0.07618605087777403,0,0
1,0.0,0.23031927952818929,0,0
0,0.0,0.012681347720923926,0,0
0,0.0,0.03379041671218975,0,0
1,0.0,0.022621786203742174,0,0
0,0.0,0.07017046899170908,0,0
1,1.0,0.09074390564917974,0,0
1,0.0,0.09097433823357413,0,0
0,1.0,0.12282265896913004,0,0
1,0.0,0.07159767688847121,0,0
1,0.0,0.17385874093588438,0,0
1,0.0,0.0827369223148805,1,0
1,0.0,0.13722234708502612,1,0
1,0.0,0.039567029482834165,0,0
1,0.0,0.24288442497543922,0,0
0,0.0,0.10053011033140302,0,0
1,0.0,0.07530066284833142,0,0
0,0.0,0.1417420607116525,0,0
0,0.0,0.020790648572836908,0,0
0,1.0,0.014927236723221498,0,0
1,0.0,0.01975051060907138,0,0
1,0.0,0.21935764260549986,0,0
0,0.0,0.13986421760628182,0,0
0,0.0,0.05596368241908276,0,0
0,0.0,0.042711779187432145,0,0
1,0.0,0.023225351941698905,0,0
0,0.0,0.01675905133966941,0,0
0,0.0,0.06731684212331737,0,0
0,0.0,0.016094191058989817,0,0
0,1.0,0.01821015564250119,0,0
0,0.0,0.0459211970933701,0,0
1,0.0,0.23642444817270036,0,0
1,0.0,0.13421805570358505,1,0
0,0.0,0.12753787074658546,0,0
1,0.0,0.0655396079323567,0,0
0,0.0,0.12513550543432836,0,0
0,0.0,0.028531281581480123,0,0
1,0.0,0.021288758735077677,0,0
0,0.0,0.004812906694945506,0,0
0,0.0,0.17763364609168522,0,0
1,1.0,0.08364492473671366,0,0
1,0.0,0.07142265002305129,0,0
1,1.0,0.07673666138516316,0,0
0,1.0,0.011674222759381287,0,0
1,0.0,0.04220290603372684,0,0
0,0.0,0.756669487251996,0,1
1,0.0,0.061807117870247306,0,0
1,0.0,0.024487975948574908,0,0
1,0.0,0.05680751720251347,0,0
0,0.0,0.03832218070503951,0,0
0,0.0,0.02862901968456437,0,0
0,0.0,0.014871889206711557,0,0
0,0.0,0.03583927978182035,0,0
0,0.0,0.03973929991201881,0,0
1,0.0,0.18968368143429404,0,0
0,0.0,0.17675478761010824,1,0
1,0.0,0.15155590698705254,1,0
0,0.0,0.12168242487450592,0,0
0,0.0,0.13101657089736538,0,0
0,1.0,0.009196069902205875,0,0
0,0.0,0.07024457756042508,0,0
0,0.0,0.02259290967471064,0,0
0,1.0,0.015671003156350127,0,0
0,1.0,0.03188627877098028,0,0
1,0.0,0.19006478568333335,0,0
1,1.0,0.03738755090130975,1,0
1,0.0,0.01417431018567231,0,0
0,1.0,0.014083513614915262,0,0
0,0.0,0.041340667680436406,0,0
0,1.0,0.030318001965302373,0,0
0,0.0,0.0031975113175505996,0,0
0,0.0,0.015475596554071751,0,0
0,0.0,0.04737833469923074,0,0
0,0.0,0.026137872199353256,0,0
0,0.0,0.029807510321793712,0,0
1,0.0,0.25004716327428117,0,0
0,0.0,0.05352424426105369,0,0
0,1.0,0.00527812912877392,0,0
0,0.0,0.05383038112920797,0,0
1,0.0,0.06086875277823288,0,0
1,0.0,0.03856194305931301,0,0
1,1.0,0.06167105997882175,0,0
0,0.0,0.3046432099587445,0,0
1,1.0,0.03439096893791466,0,0
0,0.0,0.025207549580587,0,0
0,1.0,0.022724642638125032,0,0
0,0.0,0.17620230157876138,0,0
0,0.0,0.1369628489587104,0,0
0,0.0,0.010879186105678411,1,0
1,0.0,0.12481070003354705,0,0
0,1.0,0.02927242523569947,0,0
0,0.0,0.030286533436993064,0,0
0,0.0,0.018643078402425135,0,0
1,0.0,0.05251509990304518,0,0
0,0.0,0.1737645891371983,0,0
0,1.0,0.11515405544650452,0,0
0,0.0,0.040381446124911034,0,0
1,0.0,0.24071452392283663,0,0
1,1.0,0.005149826065935173,0,0
0,0.0,0.030887142205482783,0,0
1,0.0,0.041472967137204296,0,0
0,1.0,0.013368305394307918,0,0
1,1.0,0.03405252224921716,0,0
1,0.0,0.05792643032064986,0,0
0,0.0,0.009272368620551173,0,0
1,0.0,0.18697211568951727,0,0
1,0.0,0.030782842731423395,0,0
1,0.0,0.07867507457905204,1,0
0,0.0,0.018989922319358202,0,0
1,1.0,0.039858992150474074,0,0
0,0.0,0.01181099833416631,0,0
1,1.0,0.029663863134902893,0,0
1,0.0,0.034322565203802315,0,0
0,0.0,0.055604450374192954,0,0
0,0.0,0.1122444169461293,1,0
0,0.0,0.007039958829593901,0,0
0,0.0,0.26185593914423333,0,0
1,0.0,0.1209791465244976,0,0
0,0.0,0.2210089255446266,0,0
0,1.0,0.002358150776541124,1,0
1,1.0,0.012734104869986952,0,0
1,0.0,0.027217183520053874,0,0
0,1.0,0.012984241440229496,0,0
0,0.0,0.2684191977638621,0,0
0,0.0,0.009366401155919982,0,0
0,0.0,0.02191335017600889,0,0
0,0.0,0.07086572902497716,0,0
0,0.0,0.039038889882000806,0,0
1,0.0,0.33671787772824385,0,0
0,0.0,0.016781360658965985,0,0
1,0.0,0.08733078644486758,0,0
1,0.0,0.057004787162925896,0,0
0,0.0,0.15353245358815787,0,0
1,1.0,0.011024436518774798,0,0
1,0.0,0.008581375611490067,0,0
1,0.0,0.30481419394472387,0,0
0,1.0,0.006556070279015349,0,0
0,0.0,0.03171964905619449,0,0
1,1.0,0.0323515749141971,0,0
0,0.0,0.10403661826283624,0,0
1,0.0,0.052926556457278125,0,0
1,0.0,0.14320415943071085,0,0
0,0.0,0.1292688685349359,0,0
0,0.0,0.040462233561889625,0,0
1,0.0,0.12355911881461905,0,0
0,0.0,0.06983640632494616,0,0
0,1.0,0.021359784367064098,0,0
0,0.0,0.030778062992625643,0,0
0,0.0,0.0468812706026991,0,0
1,0.0,0.11455506415048411,0,0
0,0.0,0.01477832457884767,0,0
0,0.0,0.028293479413233805,0,0
1,0.0,0.09580895730178762,0,0
0,0.0,0.08591405211411667,0,0
0,0.0,0.021156003100823537,0,0
0,0.0,0.050052593969743785,0,0
1,0.0,0.04561659611106587,0,0
0,0.0,0.0741860023626747,0,0
0,1.0,0.02993192003274704,0,0
0,0.0,0.020061275830849202,0,0
0,0.0,0.11211118442353252,1,0
0,1.0,0.09965568376207909,0,0
1,0.0,0.012991123351432494,0,0
0,0.0,0.01904416050506384,0,0
0,0.0,0.05384841755868292,0,0
0,0.0,0.05376993258325824,0,0
0,1.0,0.040020364265891735,0,0
1,1.0,0.09836430116970407,0,0
0,0.0,0.07117038087561497,0,0
1,0.0,0.32540355720186454,1,0
1,0.0,0.02120807877599816,0,0
0,1.0,0.02719581070006562,0,0
0,0.0,0.020428534798676776,0,0
0,0.0,0.009817789743656423,0,0
0,0.0,0.22049884264576194,0,0
0,0.0,0.1314735609558069,0,0
1,0.0,0.022091437104679305,0,0
0,0.0,0.028972922668198547,0,0
1,0.0,0.1339308871487503,0,0
1,1.0,0.00831038857201802,0,0
0,0.0,0.2900377211325444,0,0
0,1.0,0.018924627651225684,0,0
0,0.0,0.2887558746004547,0,0
0,0.0,0.027034232610022,0,0
1,0.0,0.040449839036339606,0,0
1,0.0,0.26434275685629954,0,0
1,0.0,0.04013742581505262,0,0
0,1.0,0.034895134864975925,0,0
1,0.0,0.24524535375317535,1,0
1,0.0,0.047708107451711335,0,0
0,0.0,0.038058984728416276,0,0
0,1.0,0.04104548821459161,0,0
0,1.0,0.01167132269957702,0,0
0,0.0,0.07144510091006974,0,0
0,0.0,0.07250564414931672,0,0
0,0.0,0.18266542871536892,0,0
0,0.0,0.0707684934105686,0,0
1,0.0,0.013556462297650647,0,0
1,0.0,0.17637639407900874,0,0
0,0.0,0.03544064696074727,0,0
1,0.0,0.09728927022751338,0,0
0,0.0,0.04548204299771229,0,0
0,0.0,0.05220487953853521,0,0
0,0.0,0.10597358436972266,0,0
0,1.0,0.024810008933868855,0,0
1,0.0,0.10326386878118693,0,0
0,0.0,0.05253529755213838,0,0
0,1.0,0.02229516570053641,0,0
1,0.0,0.11670672915174334,0,0
1,0.0,0.12556817886095067,0,0
0,0.0,0.01982866122120827,0,0
0,0.0,0.03748420557848874,0,0
0,0.0,0.020327187102009904,0,0
1,0.0,0.06681225219609799,0,0
1,0.0,0.029529939630464096,0,0
1,0.0,0.033811423419612234,0,0
1,1.0,0.00919910008470254,0,0
0,0.0,0.01364694473433547,0,0
0,0.0,0.03080705164635127,0,0
1,1.0,0.020523079428663184,0,0
0,1.0,0.06861139582964752,0,0
0,0.0,0.05499614624408879,0,0
0,1.0,0.020148468873262635,0,0
0,0.0,0.034677635314189326,0,0
0,0.0,0.06861311348610888,0,0
0,0.0,0.3671920950566431,0,0
0,0.0,0.028315280780750907,0,0
0,0.0,0.03372451523967344,0,0
0,0.0,0.012137618116680701,0,0
1,0.0,0.026728492666994168,0,0
1,0.0,0.050461942798898894,0,0
1,0.0,0.018168272654754045,0,0
0,0.0,0.2485831013420119,0,0
0,0.0,0.01701116258047334,0,0
1,0.0,0.060591951803060075,0,0
0,0.0,0.07004677984895882,0,0
0,0.0,0.17487265093946053,1,0
1,1.0,0.0503404221651824,0,0
1,0.0,0.03787577680328766,1,0
0,1.0,0.04928599736880356,0,0
0,0.0,0.009928794037200064,0,0
0,1.0,0.012333003514927238,0,0
1,0.0,0.09500280078765107,0,0
1,0.0,0.2608941720462859,1,0
0,0.0,0.015041923780939848,0,0
0,0.0,0.03044576674180306,0,0
1,0.0,0.01494497553732459,0,0
1,1.0,0.012662634019026175,0,0
0,1.0,0.0995890898516602,0,0
0,0.0,0.03426728804979721,0,0
0,0.0,0.030660027951468175,0,0
1,1.0,0.026657734871601998,0,0
0,0.0,0.05522237792872749,0,0
1,0.0,0.03637832964730423,0,0
0,0.0,0.12960850614296143,0,0
1,0.0,0.050206666386370516,0,0
0,0.0,0.08819733321553172,0,0
0,0.0,0.0743894935194571,0,0
0,1.0,0.009065315294750218,0,0
0,0.0,0.06483871952975336,0,0
0,0.0,0.027469310043292363,0,0
0,0.0,0.059034150608335834,0,0
0,0.0,0.07986618548967521,0,0
1,0.0,0.10581049048609739,0,0
0,1.0,0.0017272043239865186,0,0
0,0.0,0.16533920800502586,0,0
0,0.0,0.04706034563405871,0,0
1,0.0,0.06959718225686747,1,0
1,0.0,0.052026232809386924,0,0
0,0.0,0.17238552204159768,0,0
0,1.0,0.018187821800600145,0,0
1,0.0,0.018454103831863952,0,0
1,0.0,0.023886877266731207,0,0
1,0.0,0.13794315016489014,0,0
0,0.0,0.08236994884832465,0,0
1,0.0,0.02141906589277419,0,0
0,0.0,0.01523679044578821,0,0
0,0.0,0.03297525036150092,0,0
0,0.0,0.3695660394107115,0,0
0,1.0,0.02652268122823193,0,0
1,0.0,0.018418783990809,0,0
0,0.0,0.4287518523908211,0,0
0,0.0,0.20148407406540675,0,0
0,0.0,0.02677129955057823,0,0
0,1.0,0.016791816220271722,0,0
0,0.0,0.06246462501344156,0,0
0,1.0,0.2826235274871165,0,0
0,0.0,0.008189882031892566,0,0
0,1.0,0.033616742446921796,0,0
1,1.0,0.033493255608706904,0,0
1,0.0,0.07937169627827688,1,0
0,0.0,0.015758980616104295,0,0
1,0.0,0.07236898370391918,0,0
1,0.0,0.020831996537105553,0,0
0,0.0,0.2591069920723407,1,0
0,0.0,0.13569376527415555,0,0
1,0.0,0.20900698331777334,0,0
0,0.0,0.10877326835979494,0,0
0,0.0,0.09000985027165108,0,0
1,0.0,0.018514452568375327,0,0
0,1.0,0.041854996143054005,0,0
1,0.0,0.011668412533544446,0,0
0,0.0,0.04608017332966702,0,0
0,1.0,0.04785982677741187,0,0
0,0.0,0.03203309650217205,0,0
1,0.0,0.06175191085721823,0,0
0,0.0,0.08135571855116788,0,0
1,0.0,0.08618426128806399,0,0
0,0.0,0.2500946222083456,1,0
0,0.0,0.03185523787013314,0,0
0,1.0,0.07131047763412196,0,0
0,1.0,0.013430697405009276,0,0
0,0.0,0.12328806025268717,0,0
1,0.0,0.04976213987244976,0,0
0,0.0,0.04609756420596444,0,0
0,0.0,0.1554169151147199,0,0
1,0.0,0.038264146556181815,0,0
0,0.0,0.08155051647616836,0,0
0,1.0,0.005187260922176643,0,0
0,0.0,0.06939639565872434,0,0
1,1.0,0.030752431520287858,0,0
1,0.0,0.059738037452496257,0,0
0,0.0,0.23912227664718352,0,0
0,1.0,0.030772188579983466,0,0
0,0.0,0.020300467126533685,0,0
1,0.0,0.22395231736739415,0,0
1,0.0,0.2362430662792753,0,0
1,1.0,0.08639194044884865,1,0
1,0.0,0.11245586142859675,1,0
0,1.0,0.04398642674830669,0,0
0,0.0,0.07242212070135781,0,0
0,0.0,0.04699848123661266,0,0
0,0.0,0.009115758346332005,0,0
0,1.0,0.06476335856271494,0,0
1,1.0,0.07925600010580688,0,0
0,0.0,0.007046382313598632,0,0
1,0.0,0.08865195066893791,1,0
0,0.0,0.023196855268716822,0,0
0,1.0,0.025638731019443462,0,0
1,1.0,0.010026287857759839,0,0
0,0.0,0.006240284176864894,0,0
1,0.0,0.07121838538004857,0,0
0,0.0,0.0848517300256386,0,0
0,0.0,0.00967878266141786,0,0
0,0.0,0.47074630095214404,0,0
0,0.0,0.08452541813669816,1,0
1,1.0,0.007972609050748434,0,0
0,0.0,0.01891700949310487,0,0
1,0.0,0.17303420836747097,0,0
0,0.0,0.04497264349916517,0,0
0,0.0,0.021511048863327917,0,0
0,0.0,0.051802665582048595,1,0
0,0.0,0.10476103808505709,0,0
0,1.0,0.012213045915270759,0,0
1,1.0,0.07671796640008553,0,0
1,0.0,0.0458151868275847,0,0
0,0.0,0.07061550799224976,0,0
0,0.0,0.018921962516862536,0,0
0,0.0,0.0497045490180028,0,0
1,0.0,0.011224426767464466,0,0
0,0.0,0.042119524377466855,0,0
0,0.0,0.2996321534771269,0,0
0,0.0,0.012479521867738586,0,0
0,1.0,0.2193490509054776,0,0
0,0.0,0.03313944879286221,0,0
0,0.0,0.06884764202968381,0,0
0,0.0,0.04941551213662217,0,0
0,1.0,0.018325078337463826,0,0
1,0.0,0.06367500652761292,0,0
0,1.0,0.19099386676934094,0,0
0,0.0,0.021101740556854483,0,0
0,1.0,0.07948213747069431,0,0
0,0.0,0.06890030677707826,0,0
0,0.0,0.01841721561608503,0,0
0,1.0,0.05512473692543287,0,0
0,0.0,0.007218859034561679,0,0
0,0.0,0.03796379748461454,0,0
0,0.0,0.1242213407444917,1,0
1,0.0,0.32327555768552046,0,0
0,1.0,0.009502907062595631,0,0
0,0.0,0.052152802749640084,0,0
0,0.0,0.05473342759365612,0,0
1,0.0,0.017303783987117898,0,0
1,0.0,0.049576499350428106,0,0
1,0.0,0.009551301934939221,0,0
0,0.0,0.05622298782403654,0,0
1,1.0,0.016044781871833814,0,0
1,1.0,0.05734327638106562,0,0
0,1.0,0.012075044466970294,0,0
0,0.0,0.10766402031757959,0,0
1,0.0,0.04157676697120283,0,0
0,0.0,0.06304554336094796,0,0
0,1.0,0.005871779369526828,0,0
1,0.0,0.06695466824138162,0,0
0,0.0,0.32749358666171907,0,0
0,0.0,0.01440760753337566,0,0
0,0.0,0.026665412520931134,0,0
0,1.0,0.0751012815647483,0,0
0,0.0,0.018551303294088828,0,0
0,0.0,0.2891970030969227,0,0
1,1.0,0.020148303434068912,0,0
0,1.0,0.015395911598828948,0,0
1,1.0,0.017141538433489388,0,0
0,0.0,0.05759305870157936,0,0
0,1.0,0.009826987530287316,0,0
0,0.0,0.009502334543071825,0,0
0,0.0,0.09714641911681124,0,0
0,0.0,0.4752884493161832,1,0
